Task ID,Status,Category
722,success,Camera Viewpoints
728,success,Camera Viewpoints
661,fail,Robot Initial States
695,success,Camera Viewpoints
726,success,Camera Viewpoints
732,success,Camera Viewpoints
665,fail,Robot Initial States
699,success,Camera Viewpoints
730,success,Camera Viewpoints
736,success,Camera Viewpoints
703,success,Camera Viewpoints
734,success,Camera Viewpoints
669,fail,Robot Initial States
740,success,Camera Viewpoints
707,success,Camera Viewpoints
744,success,Camera Viewpoints
738,success,Camera Viewpoints
673,fail,Robot Initial States
711,success,Camera Viewpoints
748,success,Camera Viewpoints
742,success,Camera Viewpoints
715,success,Camera Viewpoints
677,fail,Robot Initial States
752,success,Camera Viewpoints
746,success,Camera Viewpoints
719,success,Camera Viewpoints
681,fail,Robot Initial States
756,success,Camera Viewpoints
750,success,Camera Viewpoints
723,success,Camera Viewpoints
685,success,Camera Viewpoints
754,success,Camera Viewpoints
760,fail,Camera Viewpoints
689,success,Camera Viewpoints
727,success,Camera Viewpoints
693,success,Camera Viewpoints
764,success,Camera Viewpoints
758,fail,Camera Viewpoints
731,success,Camera Viewpoints
697,success,Camera Viewpoints
735,success,Camera Viewpoints
762,fail,Camera Viewpoints
768,fail,Camera Viewpoints
701,success,Camera Viewpoints
739,success,Camera Viewpoints
705,success,Camera Viewpoints
766,success,Camera Viewpoints
772,fail,Camera Viewpoints
709,success,Camera Viewpoints
743,fail,Camera Viewpoints
770,success,Camera Viewpoints
776,fail,Camera Viewpoints
713,success,Camera Viewpoints
747,success,Camera Viewpoints
774,fail,Camera Viewpoints
751,success,Camera Viewpoints
780,fail,Camera Viewpoints
717,success,Camera Viewpoints
778,fail,Camera Viewpoints
755,fail,Camera Viewpoints
721,success,Camera Viewpoints
784,fail,Camera Viewpoints
759,success,Camera Viewpoints
782,fail,Camera Viewpoints
788,fail,Camera Viewpoints
763,success,Camera Viewpoints
729,fail,Camera Viewpoints
792,success,Camera Viewpoints
786,fail,Camera Viewpoints
790,success,Camera Viewpoints
767,fail,Camera Viewpoints
733,success,Camera Viewpoints
796,fail,Camera Viewpoints
737,success,Camera Viewpoints
794,fail,Camera Viewpoints
771,fail,Camera Viewpoints
800,fail,Camera Viewpoints
741,fail,Camera Viewpoints
775,success,Camera Viewpoints
802,fail,Camera Viewpoints
804,fail,Camera Viewpoints
745,success,Camera Viewpoints
806,success,Camera Viewpoints
779,fail,Camera Viewpoints
749,success,Camera Viewpoints
808,fail,Camera Viewpoints
753,success,Camera Viewpoints
783,fail,Camera Viewpoints
814,fail,Camera Viewpoints
812,fail,Camera Viewpoints
757,success,Camera Viewpoints
787,fail,Camera Viewpoints
816,fail,Camera Viewpoints
761,fail,Camera Viewpoints
826,fail,Camera Viewpoints
791,success,Camera Viewpoints
830,success,Camera Viewpoints
820,fail,Camera Viewpoints
765,success,Camera Viewpoints
795,fail,Camera Viewpoints
834,success,Camera Viewpoints
824,fail,Camera Viewpoints
769,fail,Camera Viewpoints
838,fail,Camera Viewpoints
803,fail,Camera Viewpoints
828,fail,Camera Viewpoints
842,fail,Camera Viewpoints
773,fail,Camera Viewpoints
807,fail,Camera Viewpoints
832,success,Camera Viewpoints
846,fail,Camera Viewpoints
777,fail,Camera Viewpoints
811,fail,Camera Viewpoints
836,fail,Camera Viewpoints
850,fail,Camera Viewpoints
840,fail,Camera Viewpoints
781,fail,Camera Viewpoints
819,fail,Camera Viewpoints
854,fail,Camera Viewpoints
844,fail,Camera Viewpoints
785,fail,Camera Viewpoints
858,fail,Camera Viewpoints
823,fail,Camera Viewpoints
848,fail,Camera Viewpoints
789,fail,Camera Viewpoints
862,fail,Camera Viewpoints
827,fail,Camera Viewpoints
793,success,Camera Viewpoints
852,fail,Camera Viewpoints
831,success,Camera Viewpoints
866,fail,Camera Viewpoints
797,success,Camera Viewpoints
835,success,Camera Viewpoints
856,fail,Camera Viewpoints
870,fail,Camera Viewpoints
839,success,Camera Viewpoints
860,fail,Camera Viewpoints
809,fail,Camera Viewpoints
874,fail,Camera Viewpoints
843,fail,Camera Viewpoints
864,fail,Camera Viewpoints
878,fail,Camera Viewpoints
813,fail,Camera Viewpoints
847,fail,Camera Viewpoints
868,fail,Camera Viewpoints
882,fail,Camera Viewpoints
817,fail,Camera Viewpoints
851,fail,Camera Viewpoints
886,success,Camera Viewpoints
872,fail,Camera Viewpoints
890,success,Camera Viewpoints
855,fail,Camera Viewpoints
821,fail,Camera Viewpoints
880,success,Camera Viewpoints
898,fail,Camera Viewpoints
859,fail,Camera Viewpoints
825,fail,Camera Viewpoints
892,success,Camera Viewpoints
902,fail,Camera Viewpoints
863,fail,Camera Viewpoints
829,success,Camera Viewpoints
896,fail,Camera Viewpoints
833,success,Camera Viewpoints
867,fail,Camera Viewpoints
906,fail,Camera Viewpoints
900,fail,Camera Viewpoints
837,fail,Camera Viewpoints
910,fail,Camera Viewpoints
871,fail,Camera Viewpoints
904,fail,Camera Viewpoints
841,fail,Camera Viewpoints
914,fail,Camera Viewpoints
875,fail,Camera Viewpoints
908,fail,Camera Viewpoints
845,fail,Camera Viewpoints
918,fail,Camera Viewpoints
879,fail,Camera Viewpoints
912,fail,Camera Viewpoints
849,fail,Camera Viewpoints
922,success,Camera Viewpoints
916,fail,Camera Viewpoints
883,fail,Camera Viewpoints
926,success,Camera Viewpoints
853,fail,Camera Viewpoints
887,success,Camera Viewpoints
930,success,Camera Viewpoints
920,fail,Camera Viewpoints
891,success,Camera Viewpoints
857,fail,Camera Viewpoints
934,success,Camera Viewpoints
924,success,Camera Viewpoints
928,success,Camera Viewpoints
899,fail,Camera Viewpoints
861,fail,Camera Viewpoints
938,fail,Camera Viewpoints
932,success,Camera Viewpoints
903,fail,Camera Viewpoints
865,fail,Camera Viewpoints
942,fail,Camera Viewpoints
936,success,Camera Viewpoints
911,success,Camera Viewpoints
869,fail,Camera Viewpoints
915,success,Camera Viewpoints
946,fail,Camera Viewpoints
919,success,Camera Viewpoints
940,fail,Camera Viewpoints
873,fail,Camera Viewpoints
923,success,Camera Viewpoints
950,fail,Camera Viewpoints
944,fail,Camera Viewpoints
927,success,Camera Viewpoints
877,success,Camera Viewpoints
881,success,Camera Viewpoints
931,success,Camera Viewpoints
954,fail,Camera Viewpoints
948,fail,Camera Viewpoints
935,success,Camera Viewpoints
958,success,Camera Viewpoints
885,fail,Camera Viewpoints
952,fail,Camera Viewpoints
939,fail,Camera Viewpoints
962,fail,Camera Viewpoints
893,success,Camera Viewpoints
966,success,Camera Viewpoints
956,fail,Camera Viewpoints
905,success,Camera Viewpoints
943,fail,Camera Viewpoints
970,success,Camera Viewpoints
909,success,Camera Viewpoints
960,fail,Camera Viewpoints
947,fail,Camera Viewpoints
974,fail,Camera Viewpoints
913,fail,Camera Viewpoints
964,fail,Camera Viewpoints
921,success,Camera Viewpoints
951,fail,Camera Viewpoints
978,success,Camera Viewpoints
968,success,Camera Viewpoints
925,success,Camera Viewpoints
955,success,Camera Viewpoints
982,success,Camera Viewpoints
972,success,Camera Viewpoints
929,success,Camera Viewpoints
976,success,Camera Viewpoints
959,fail,Camera Viewpoints
933,success,Camera Viewpoints
986,fail,Camera Viewpoints
937,success,Camera Viewpoints
990,success,Camera Viewpoints
984,success,Camera Viewpoints
963,fail,Camera Viewpoints
994,success,Camera Viewpoints
988,success,Camera Viewpoints
941,fail,Camera Viewpoints
967,fail,Camera Viewpoints
992,success,Camera Viewpoints
998,success,Camera Viewpoints
945,fail,Camera Viewpoints
1002,success,Camera Viewpoints
971,fail,Camera Viewpoints
996,fail,Camera Viewpoints
949,fail,Camera Viewpoints
1000,success,Camera Viewpoints
1006,fail,Camera Viewpoints
975,fail,Camera Viewpoints
953,fail,Camera Viewpoints
1010,success,Camera Viewpoints
1008,fail,Camera Viewpoints
979,fail,Camera Viewpoints
957,fail,Camera Viewpoints
1012,success,Camera Viewpoints
983,success,Camera Viewpoints
1018,fail,Camera Viewpoints
961,fail,Camera Viewpoints
987,success,Camera Viewpoints
1020,fail,Camera Viewpoints
1022,fail,Camera Viewpoints
965,fail,Camera Viewpoints
999,success,Camera Viewpoints
1024,fail,Camera Viewpoints
1026,fail,Camera Viewpoints
1003,success,Camera Viewpoints
969,success,Camera Viewpoints
1007,success,Camera Viewpoints
1028,success,Camera Viewpoints
1030,fail,Camera Viewpoints
973,success,Camera Viewpoints
1011,success,Camera Viewpoints
